,Context,Reply
1584,"Friend (Varun): I drove till breakfast dad is driving now
7

Meghana: Oh, that’s early😮
Returning on?

Friend (Varun): Tomorrow only
Just to pick grandmom that's all

Meghana: Coimbatore is only 6-7 hours away?

Friend (Varun): 6 ½ from Bangalore

","Oh, that’s closer than I thought it was😮
You have relatives there?
"
1585,"Friend (Varun): Tomorrow only
Just to pick grandmom that's all

Meghana: Coimbatore is only 6-7 hours away?

Friend (Varun): 6 ½ from Bangalore

Meghana: Oh, that’s closer than I thought it was😮
You have relatives there?

Friend (Varun): Yup

","I’ve never been to Coimbatore🤔
"
1586,"Friend (Varun): 6 ½ from Bangalore

Meghana: Oh, that’s closer than I thought it was😮
You have relatives there?

Friend (Varun): Yup

Meghana: I’ve never been to Coimbatore🤔

Friend (Varun): Oh 🙈
It's a very nice place

","Yeah, I keep hearing. Should go once. I’ve been very less to TN
"
1587,"Friend (Varun): Yup

Meghana: I’ve never been to Coimbatore🤔

Friend (Varun): Oh 🙈
It's a very nice place

Meghana: Yeah, I keep hearing. Should go once. I’ve been very less to TN

Friend (Varun): It's a nice drive also
Nice nice roads

","Drive😭😭
I want to go on a long one😭
Mysore to Bangalore got over real quick
"
1588,"Friend (Varun): Oh 🙈
It's a very nice place

Meghana: Yeah, I keep hearing. Should go once. I’ve been very less to TN

Friend (Varun): It's a nice drive also
Nice nice roads

Meghana: Drive😭😭
I want to go on a long one😭
Mysore to Bangalore got over real quick

Friend (Varun): This one my dad only will hijack most of it 😂
Hes also not been on a long drive for a while now 🙈

","😂😂😂😂my dad did that when we came to Mysore😭
*Bangalore
I had to take “rest” it seems
"
1589,"Friend (Varun): It's a nice drive also
Nice nice roads

Meghana: Drive😭😭
I want to go on a long one😭
Mysore to Bangalore got over real quick

Friend (Varun): This one my dad only will hijack most of it 😂
Hes also not been on a long drive for a while now 🙈

Meghana: 😂😂😂😂my dad did that when we came to Mysore😭
*Bangalore
I had to take “rest” it seems

Friend (Varun): Wait you are back already?

","I told them I am driving back else I am not coming
No no, tomorrow
I meant Bangalore
Not Mysore
"
1590,"Friend (Varun): This one my dad only will hijack most of it 😂
Hes also not been on a long drive for a while now 🙈

Meghana: 😂😂😂😂my dad did that when we came to Mysore😭
*Bangalore
I had to take “rest” it seems

Friend (Varun): Wait you are back already?

Meghana: I told them I am driving back else I am not coming
No no, tomorrow
I meant Bangalore
Not Mysore

Friend (Varun): You used it well then 🙈

","😂😂It was drizzling
And I played some OG songs
Damn nice it was
"
1591,"Friend (Varun): Wait you are back already?

Meghana: I told them I am driving back else I am not coming
No no, tomorrow
I meant Bangalore
Not Mysore

Friend (Varun): You used it well then 🙈

Meghana: 😂😂It was drizzling
And I played some OG songs
Damn nice it was

Friend (Varun): DJ time 🙈

","But I was getting bored sitting there😪
"
1592,"Friend (Varun): You used it well then 🙈

Meghana: 😂😂It was drizzling
And I played some OG songs
Damn nice it was

Friend (Varun): DJ time 🙈

Meghana: But I was getting bored sitting there😪

Friend (Varun): I'm playing some mad songs 🙈

","😂😂😂yes
What all?😂
Dad wanted some old malayalam songs n all
"
1593,"Friend (Varun): DJ time 🙈

Meghana: But I was getting bored sitting there😪

Friend (Varun): I'm playing some mad songs 🙈

Meghana: 😂😂😂yes
What all?😂
Dad wanted some old malayalam songs n all

Friend (Varun): No language barrier

","So we played a lot of them. Like the old ones
Genre?
"
1594,"Friend (Varun): I'm playing some mad songs 🙈

Meghana: 😂😂😂yes
What all?😂
Dad wanted some old malayalam songs n all

Friend (Varun): No language barrier

Meghana: So we played a lot of them. Like the old ones
Genre?

Friend (Varun): English Hindi tamil Malayalam Kannada curated mix is being played rn

","😂😂😂
What kind da?
"
1595,"Friend (Varun): No language barrier

Meghana: So we played a lot of them. Like the old ones
Genre?

Friend (Varun): English Hindi tamil Malayalam Kannada curated mix is being played rn

Meghana: 😂😂😂
What kind da?

Friend (Varun): All kind
English is mostly 80s 90s rock
Hindi is fully random
Tamil and malayalam is movie music cause that's all I know

","😂😂I need to make a good playlist for tomorrow I realised 🤔
That’s all there is right?
My parents won’t allow this😭
As in, they will ask to change after a bit
"
1596,"Friend (Varun): English Hindi tamil Malayalam Kannada curated mix is being played rn

Meghana: 😂😂😂
What kind da?

Friend (Varun): All kind
English is mostly 80s 90s rock
Hindi is fully random
Tamil and malayalam is movie music cause that's all I know

Meghana: 😂😂I need to make a good playlist for tomorrow I realised 🤔
That’s all there is right?
My parents won’t allow this😭
As in, they will ask to change after a bit

Friend (Varun): Tamil some web series music and all I like 😂

","I recently listened to some Tamil mashup
After a long long time heard Tamil music, but I liked that mashup
"
1597,"Friend (Varun): All kind
English is mostly 80s 90s rock
Hindi is fully random
Tamil and malayalam is movie music cause that's all I know

Meghana: 😂😂I need to make a good playlist for tomorrow I realised 🤔
That’s all there is right?
My parents won’t allow this😭
As in, they will ask to change after a bit

Friend (Varun): Tamil some web series music and all I like 😂

Meghana: I recently listened to some Tamil mashup
After a long long time heard Tamil music, but I liked that mashup

Friend (Varun): 80s 90s I know cause of dad only
It's his music I have grown up listening to

","Oh wow, then amazing 😮
"
1598,"Friend (Varun): Tamil some web series music and all I like 😂

Meghana: I recently listened to some Tamil mashup
After a long long time heard Tamil music, but I liked that mashup

Friend (Varun): 80s 90s I know cause of dad only
It's his music I have grown up listening to

Meghana: Oh wow, then amazing 😮

Friend (Varun): Ohh which one ?

","I’m not sure if it’s your kind though 🤔will send
"
1599,"Friend (Varun): 80s 90s I know cause of dad only
It's his music I have grown up listening to

Meghana: Oh wow, then amazing 😮

Friend (Varun): Ohh which one ?

Meghana: I’m not sure if it’s your kind though 🤔will send

Friend (Varun): See now Linkin park is playing 🙈

","I love Linkin Park🤩

"
1600,"Friend (Varun): Ohh which one ?

Meghana: I’m not sure if it’s your kind though 🤔will send

Friend (Varun): See now Linkin park is playing 🙈

Meghana: I love Linkin Park🤩


Friend (Varun): Shall listen

","I doubt if you’ll like it😂
"
1601,"Friend (Varun): See now Linkin park is playing 🙈

Meghana: I love Linkin Park🤩


Friend (Varun): Shall listen

Meghana: I doubt if you’ll like it😂

Friend (Varun): I will let you know 🙈
I'm very honest when it comes to all thsi
If I don't tell you what I like how will you know what to send me next time 😂

","That’s good😂
You might ask me not to send again 😂😂
"
1602,"Friend (Varun): Shall listen

Meghana: I doubt if you’ll like it😂

Friend (Varun): I will let you know 🙈
I'm very honest when it comes to all thsi
If I don't tell you what I like how will you know what to send me next time 😂

Meghana: That’s good😂
You might ask me not to send again 😂😂

Friend (Varun): Chill 😂
Hii hi!

","Hey hey hey
At what time did you guys reach?
We had gone out yesterday
But forgot there was curfew and went to Truffles at 8At what time are you guys leaving today?
"
1603,"Friend (Varun): I will let you know 🙈
I'm very honest when it comes to all thsi
If I don't tell you what I like how will you know what to send me next time 😂

Meghana: That’s good😂
You might ask me not to send again 😂😂

Friend (Varun): Chill 😂
Hii hi!

Meghana: Hey hey hey
At what time did you guys reach?
We had gone out yesterday
But forgot there was curfew and went to Truffles at 8At what time are you guys leaving today?

Friend (Varun): Oh no 🙈
We'll go when you come again
Left at 7
I'll reach home before 2 😌
Just got home
(exactly before 2) 😂

","Yes yes🤭
I just got home
Yayy😂
I drove today
"
1604,"Friend (Varun): Chill 😂
Hii hi!

Meghana: Hey hey hey
At what time did you guys reach?
We had gone out yesterday
But forgot there was curfew and went to Truffles at 8At what time are you guys leaving today?

Friend (Varun): Oh no 🙈
We'll go when you come again
Left at 7
I'll reach home before 2 😌
Just got home
(exactly before 2) 😂

Meghana: Yes yes🤭
I just got home
Yayy😂
I drove today

Friend (Varun): Omg how was it? 🙈

","Was amazing 🤩
But didn’t like my dj😪
"
1605,"Friend (Varun): Oh no 🙈
We'll go when you come again
Left at 7
I'll reach home before 2 😌
Just got home
(exactly before 2) 😂

Meghana: Yes yes🤭
I just got home
Yayy😂
I drove today

Friend (Varun): Omg how was it? 🙈

Meghana: Was amazing 🤩
But didn’t like my dj😪

Friend (Varun): Oh no why
Dude I slept off
I woke up now
Hihi! I've just become the hinge boy you used to talk to now 🙈

","Hey hey
the only hinge boy I used to talk to actually 👀
"
1606,"Friend (Varun): Omg how was it? 🙈

Meghana: Was amazing 🤩
But didn’t like my dj😪

Friend (Varun): Oh no why
Dude I slept off
I woke up now
Hihi! I've just become the hinge boy you used to talk to now 🙈

Meghana: Hey hey
the only hinge boy I used to talk to actually 👀

Friend (Varun): And then stopped for some reason 🙈
(which I still don't know/understand)

","We vibed really really well. Had mentioned to Manasa also about you. Even the call with you was extremely easy. Everything was great. Had deleted Hinge and everything.
But I didn’t know what our equation was. You did mention you were shy when it came to girls.
But meanwhile something happened. So remember I told you about the guy who almost dated my cousin. The guy and I got quite close after that. And I didn’t know what was happening between us(you and I) and I didn’t want to lead on because the other guy and I started getting close. 
But I still keep telling Manasa how well we had connected
😢😢
"
1607,"Friend (Varun): Oh no why
Dude I slept off
I woke up now
Hihi! I've just become the hinge boy you used to talk to now 🙈

Meghana: Hey hey
the only hinge boy I used to talk to actually 👀

Friend (Varun): And then stopped for some reason 🙈
(which I still don't know/understand)

Meghana: We vibed really really well. Had mentioned to Manasa also about you. Even the call with you was extremely easy. Everything was great. Had deleted Hinge and everything.
But I didn’t know what our equation was. You did mention you were shy when it came to girls.
But meanwhile something happened. So remember I told you about the guy who almost dated my cousin. The guy and I got quite close after that. And I didn’t know what was happening between us(you and I) and I didn’t want to lead on because the other guy and I started getting close. 
But I still keep telling Manasa how well we had connected
😢😢

Friend (Varun): That's fine. I mean we don't control what happens to us and when. 
You could have just told me, or asked me and I'd have told you where we stand. 
But it's cool, you let me know where you are right now and what you want to do. If you'd rather us not talk, that's also fine (will be a bit sad) but I respect that.

","I wanted to ask you, but somehow the conversation never came up. So then I wondered what the equation was. 
No no, I’d love for us to talk. We connected very well. Communication gap came in the way.
But the other guy and I are very close. We are planning on dating and seeing how it goes.
"
